V1,Source,Q118_4,Q118_5,Q118_6,Q118_7,Q118_8,Q118_9,Q118_10,Q118_11,Q118_12,Q118_13,Q118_14,Q118_15,Q118_16,Q118_17,Q118_18,Q118_19,Q118_20,Q118_21,YEAR
R_3HIi3JhMBUAU7xD,0,,,,,,,,,,,,,,,,,,,2016
R_2wM2vJi2wGwdrMx,0,,,,,,,,,,,,,,,,,,,2016
R_25L9nmWdTQElhTt,0,,,,,,,,,,,,,,,,,,,2016
R_Zmibls42lwLjgqJ,0,,,,,,,,,,,,,,,,,,,2016
R_1K2RQ5Y7pqxE5TG,0,3,1,2,1,2,4,1,3,3,1,4,1,2,3,1,2,2,1,2016
R_2EgTijiXyPk55tL,0,,,,,,,,,,,,,,,,,,,2016
R_2q3FG6ursRg349b,0,,,,,,,,,,,,,,,,,,,2016
R_5ooGPuoBFFqeq8F,0,,,,,,,,,,,,,,,,,,,2016
R_Xzcbche31iotpIJ,0,,,,,,,,,,,,,,,,,,,2016
R_6gSwkYu4iBdM1gZ,0,,,,,,,,,,,,,,,,,,,2016
R_2VxaO3VoThkEzDo,0,4,2,1,2,2,1,2,1,2,1,2,3,3,2,3,2,3,3,2016
R_Df7aAZPMWiJXQpX,0,,,,,,,,,,,,,,,,,,,2016
R_3fBr5rVV6L3fEYX,0,,,,,,,,,,,,,,,,,,,2016
R_3qOS1CykcDcIXJH,0,,,,,,,,,,,,,,,,,,,2016
R_5zF2iUWAMGltynf,0,,,,,,,,,,,,,,,,,,,2016
R_6YEH5Ee13VLsasN,0,3,3,2,1,2,3,1,2,2,1,4,1,2,3,1,3,3,1,2016
R_07HgB5MDLLMVLNv,0,,,,,,,,,,,,,,,,,,,2016
R_1JDU5uJCjJRGGa7,0,,,,,,,,,,,,,,,,,,,2016
R_1GvwgrcRVGFPxXC,0,,,,,,,,,,,,,,,,,,,2016
R_3HwwqW7hGik2qZB,0,4,4,4,2,4,4,1,4,3,1,4,3,4,3,3,2,4,1,2016
R_2YnCTVHEHW6ggVM,0,,,,,,,,,,,,,,,,,,,2016
R_3J57ZsqqlojAYfD,0,,,,,,,,,,,,,,,,,,,2016
R_3ksFyvzyGiLmtuJ,0,,,,,,,,,,,,,,,,,,,2016
R_54tFKnEmQYC7yxz,0,2,4,4,3,4,4,3,3,3,1,2,2,4,3,4,2,2,3,2016
R_2aJpoDE4ve3ohnm,0,,,,,,,,,,,,,,,,,,,2016
R_3EtHTuWeI5vj1xC,0,,,,,,,,,,,,,,,,,,,2016
R_2uJrCZ6crIo020V,0,,,,,,,,,,,,,,,,,,,2016
R_12DQuhYjxmQAXGQ,0,,,,,,,,,,,,,,,,,,,2016
R_1dGM1vgYkzZsj6c,0,3,1,3,4,2,2,2,3,2,1,4,2,3,3,2,3,2,1,2016
R_1GZG8S5pZ7v7WKz,0,,,,,,,,,,,,,,,,,,,2016
R_2tbfjqvnaXKwUt6,0,,,,,,,,,,,,,,,,,,,2016
R_2TzAVx0m2PWzeN1,0,,,,,,,,,,,,,,,,,,,2016
R_2sXqWtj3IohnOEA,0,,,,,,,,,,,,,,,,,,,2016
,,,,,,,,,,,,,,,,,,,,
572850,2,,,,,,,,,,,,,,,,,,,2016
572851,2,,,,,,,,,,,,,,,,,,,2016
572852,2,,,,,,,,,,,,,,,,,,,2016
572853,2,,,,,,,,,,,,,,,,,,,2016
572854,2,,,,,,,,,,,,,,,,,,,2016
572855,2,,,,,,,,,,,,,,,,,,,2016
572856,2,,,,,,,,,,,,,,,,,,,2016
572857,2,,,,,,,,,,,,,,,,,,,2016
572858,2,,,,,,,,,,,,,,,,,,,2016
572859,2,,,,,,,,,,,,,,,,,,,2016
572860,2,,,,,,,,,,,,,,,,,,,2016
572861,2,,,,,,,,,,,,,,,,,,,2016
572862,2,,,,,,,,,,,,,,,,,,,2016
572863,2,,,,,,,,,,,,,,,,,,,2016
572864,2,,,,,,,,,,,,,,,,,,,2016
572865,2,,,,,,,,,,,,,,,,,,,2016
572866,2,3,1,3,1,3,1,2,3,3,1,4,2,2,2,2,3,2,1,2016
572867,2,,,,,,,,,,,,,,,,,,,2016
572868,2,,,,,,,,,,,,,,,,,,,2016
572869,2,,,,,,,,,,,,,,,,,,,2016
572870,2,,,,,,,,,,,,,,,,,,,2016
572871,2,,,,,,,,,,,,,,,,,,,2016
572872,2,,,,,,,,,,,,,,,,,,,2016
572873,2,,,,,,,,,,,,,,,,,,,2016
572874,2,,,,,,,,,,,,,,,,,,,2016
572875,2,,,,,,,,,,,,,,,,,,,2016
572876,2,,,,,,,,,,,,,,,,,,,2016
572877,2,,,,,,,,,,,,,,,,,,,2016
572878,2,,,,,,,,,,,,,,,,,,,2016
572879,2,,,,,,,,,,,,,,,,,,,2016
572880,2,,,,,,,,,,,,,,,,,,,2016
572881,2,,,,,,,,,,,,,,,,,,,2016
572882,2,4,2,3,2,4,3,3,3,4,2,4,1,2,1,3,3,4,2,2016
572883,2,,,,,,,,,,,,,,,,,,,2016
572884,2,,,,,,,,,,,,,,,,,,,2016
572885,2,,,,,,,,,,,,,,,,,,,2016
572886,2,,,,,,,,,,,,,,,,,,,2016
572887,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,3,3,2016
572888,2,,,,,,,,,,,,,,,,,,,2016
572889,2,,,,,,,,,,,,,,,,,,,2016
572890,2,,,,,,,,,,,,,,,,,,,2016
572891,2,,,,,,,,,,,,,,,,,,,2016
572892,2,,,,,,,,,,,,,,,,,,,2016
572893,2,,,,,,,,,,,,,,,,,,,2016
572894,2,,,,,,,,,,,,,,,,,,,2016
572895,2,,,,,,,,,,,,,,,,,,,2016
572896,2,,,,,,,,,,,,,,,,,,,2016
572897,2,4,3,4,2,4,3,2,3,3,1,4,2,3,2,2,2,1,1,2016
572898,2,,,,,,,,,,,,,,,,,,,2016
572899,2,,,,,,,,,,,,,,,,,,,2016
572900,2,,,,,,,,,,,,,,,,,,,2016
572901,2,2,3,2,3,2,3,2,3,2,4,2,2,4,3,3,3,2,4,2016
572902,2,,,,,,,,,,,,,,,,,,,2016
572903,2,2,3,3,2,2,2,3,2,2,2,2,2,3,3,3,2,2,2,2016
572904,2,,,,,,,,,,,,,,,,,,,2016
572905,2,4,2,2,1,2,3,1,3,3,1,4,2,2,3,3,2,3,1,2016
572906,2,,,,,,,,,,,,,,,,,,,2016
572907,2,,,,,,,,,,,,,,,,,,,2016
572908,2,,,,,,,,,,,,,,,,,,,2016
572909,2,3,2,3,1,4,4,4,4,4,1,3,2,4,2,1,1,3,1,2016
572910,2,,,,,,,,,,,,,,,,,,,2016
572911,2,,,,,,,,,,,,,,,,,,,2016
572912,2,3,2,1,2,2,2,2,2,2,1,2,3,1,1,2,1,1,3,2016
572913,2,3,1,2,2,2,3,1,2,3,2,4,1,2,2,1,3,3,2,2016
572914,2,,,,,,,,,,,,,,,,,,,2016
572915,2,,,,,,,,,,,,,,,,,,,2016
572916,2,,,,,,,,,,,,,,,,,,,2016
572917,2,,,,,,,,,,,,,,,,,,,2016
572918,2,,,,,,,,,,,,,,,,,,,2016
572919,2,,,,,,,,,,,,,,,,,,,2016
572920,2,,,,,,,,,,,,,,,,,,,2016
572921,2,,,,,,,,,,,,,,,,,,,2016
572922,2,,,,,,,,,,,,,,,,,,,2016
572923,2,,,,,,,,,,,,,,,,,,,2016
572924,2,,,,,,,,,,,,,,,,,,,2016
572925,2,,,,,,,,,,,,,,,,,,,2016
572926,2,,,,,,,,,,,,,,,,,,,2016
572927,2,,,,,,,,,,,,,,,,,,,2016
572928,2,1,2,1,2,1,3,2,2,1,2,3,2,3,1,1,2,1,2,2016
572929,2,3,1,2,2,1,1,2,3,1,2,3,4,1,2,4,2,1,2,2016
572930,2,4,2,2,1,1,3,1,4,1,2,4,2,1,2,4,1,3,2,2016
572931,2,4,1,3,3,3,3,2,3,1,1,4,,1,1,1,3,2,3,2016
572932,2,,,,,,,,,,,,,,,,,,,2016
572933,2,,,,,,,,,,,,,,,,,,,2016
572934,2,,,,,,,,,,,,,,,,,,,2016
572935,2,,,,,,,,,,,,,,,,,,,2016
572936,2,4,2,3,1,2,3,1,2,4,1,4,1,2,3,1,2,3,1,2016
572937,2,,,,,,,,,,,,,,,,,,,2016
572938,2,,,,,,,,,,,,,,,,,,,2016
572939,2,,,,,,,,,,,,,,,,,,,2016
572940,2,,,,,,,,,,,,,,,,,,,2016
572941,2,,,,,,,,,,,,,,,,,,,2016
572942,2,,,,,,,,,,,,,,,,,,,2016
572943,2,,,,,,,,,,,,,,,,,,,2016
572944,2,,,,,,,,,,,,,,,,,,,2016
572945,2,3,3,3,2,2,3,2,2,3,2,3,2,2,3,3,2,4,2,2016
572946,2,,,,,,,,,,,,,,,,,,,2016
572947,2,,,,,,,,,,,,,,,,,,,2016
572948,2,,,,,,,,,,,,,,,,,,,2016
572949,2,,,,,,,,,,,,,,,,,,,2016
572950,2,,,,,,,,,,,,,,,,,,,2016
272951,2,,,,,,,,,,,,,,,,,,,2016
572952,2,,,,,,,,,,,,,,,,,,,2016
572953,2,,,,,,,,,,,,,,,,,,,2016
572954,2,3,2,2,2,3,3,2,3,2,1,2,2,3,3,1,3,2,2,2016
572955,2,,,,,,,,,,,,,,,,,,,2016
572956,2,,,,,,,,,,,,,,,,,,,2016
572957,2,,,,,,,,,,,,,,,,,,,2016
572958,2,3,2,2,2,2,3,,2,2,1,3,1,2,3,1,2,3,1,2016
572959,2,,,,,,,,,,,,,,,,,,,2016
572960,2,,,,,,,,,,,,,,,,,,,2016
572961,2,,,,,,,,,,,,,,,,,,,2016
572962,2,,,,,,,,,,,,,,,,,,,2016
572963,2,,,,,,,,,,,,,,,,,,,2016
572964,2,,,,,,,,,,,,,,,,,,,2016
572965,2,,,,,,,,,,,,,,,,,,,2016
572966,2,,,,,,,,,,,,,,,,,,,2016
572967,2,,,,,,,,,,,,,,,,,,,2016
572968,2,4,3,3,2,3,3,1,2,4,3,4,1,2,2,1,3,4,2,2016
572969,2,,,,,,,,,,,,,,,,,,,2016
572970,2,,,,,,,,,,,,,,,,,,,2016
572971,2,,,,,,,,,,,,,,,,,,,2016
572972,2,,,,,,,,,,,,,,,,,,,2016
572973,2,,,,,,,,,,,,,,,,,,,2016
572974,2,,,,,,,,,,,,,,,,,,,2016
572975,2,,,,,,,,,,,,,,,,,,,2016
572976,2,,,,,,,,,,,,,,,,,,,2016
572977,2,3,2,2,2,3,3,2,3,3,1,3,1,2,2,2,3,3,2,2016
572978,2,,,,,,,,,,,,,,,,,,,2016
572979,2,4,3,3,1,,2,1,3,3,3,3,3,2,3,2,3,4,4,2016
572980,2,,,,,,,,,,,,,,,,,,,2016
572981,2,3,2,4,1,3,3,1,3,3,1,4,2,1,3,1,2,4,1,2016
572982,2,,,,,,,,,,,,,,,,,,,2016
572983,2,,,,,,,,,,,,,,,,,,,2016
572984,2,,,,,,,,,,,,,,,,,,,2016
572985,2,,,,,,,,,,,,,,,,,,,2016
572986,2,,,,,,,,,,,,,,,,,,,2016
572987,2,,,,,,,,,,,,,,,,,,,2016
572988,2,,,,,,,,,,,,,,,,,,,2016
572989,2,,,,,,,,,,,,,,,,,,,2016
572990,2,,,,,,,,,,,,,,,,,,,2016
572991,2,,,,,,,,,,,,,,,,,,,2016
572992,2,,,,,,,,,,,,,,,,,,,2016
572993,2,,,,,,,,,,,,,,,,,,,2016
572994,2,,,,,,,,,,,,,,,,,,,2016
572995,2,,,,,,,,,,,,,,,,,,,2016
572996,2,4,3,3,2,2,3,1,3,3,1,4,1,3,3,1,2,3,1,2016
572997,2,,,,,,,,,,,,,,,,,,,2016
572998,2,,,,,,,,,,,,,,,,,,,2016
572999,2,,,,,,,,,,,,,,,,,,,2016
573000,2,,,,,,,,,,,,,,,,,,,2016
573001,2,,,,,,,,,,,,,,,,,,,2016
573002,2,,,,,,,,,,,,,,,,,,,2016
573003,2,,,,,,,,,,,,,,,,,,,2016
573004,2,,,,,,,,,,,,,,,,,,,2016
